screen_name,followers_count,friends_count,created_at,lang,statuses_count
MrBradders2013,4,1842,2013-01-04 00:46:48+00:00,en,71
jfk136,2,1115,2010-10-21 08:23:32+00:00,fr,58
TrentHatten,0,60,2009-02-12 16:04:03+00:00,en,9
jamesnlenny,8,530,2009-04-19 12:35:56+00:00,en,80
Cruela999,5,1792,2010-06-21 03:00:23+00:00,en,40
2098jose,1,76,2011-05-24 00:18:15+00:00,es,2
sommergino,3,181,2011-02-10 15:54:14+00:00,en,9
RomeeroAlissa,7,309,2010-06-06 17:12:54+00:00,en,29
phillysanch,3,1222,2010-09-23 17:36:20+00:00,en,58
oliveiraflaadri,1,440,2013-06-21 13:15:37+00:00,pt,15
MaiteR6,2,166,2012-07-11 11:50:17+00:00,es,65
jasonjackson22,16,1094,2011-09-07 00:47:02+00:00,en,637
Manovct,5,1839,2010-06-18 04:13:18+00:00,en,103
skiing_is_fun,2,1296,2010-01-17 11:54:51+00:00,ja,36
SamyJenkins,3,1374,2011-09-01 10:48:53+00:00,fr,83
HotDogBayla,12,766,2011-03-15 13:16:22+00:00,en,36
lala_moulati,4,84,2011-04-29 13:15:45+00:00,fr,2
jjossu,2,112,2009-06-02 11:39:29+00:00,en,5
Corrine97,1,448,2009-11-13 18:15:57+00:00,en,54
Ninoskakatiusk1,0,98,2012-04-09 12:55:40+00:00,es,18
dedesaifulbahri,0,128,2011-03-08 05:02:57+00:00,en,4
rdbken,3,1451,2012-02-21 00:15:05+00:00,en,44
lozy9020,3,961,2011-01-22 11:09:28+00:00,en,32
19gina78,1,55,2011-08-11 01:06:50+00:00,en,3
ariboox3,4,206,2011-06-22 23:52:47+00:00,en,6
A_Shrack,0,81,2011-03-06 04:40:02+00:00,en,4
sirshotout,0,479,2013-06-15 16:42:51+00:00,en,11
yenifermosquer4,6,315,2012-09-07 01:34:36+00:00,es,13
joicebasch,2,159,2012-03-02 11:48:10+00:00,pt,2
BillySchmitz1,13,1126,2012-01-30 05:09:10+00:00,en,43
dm_aam,1,43,2014-03-05 09:32:15+00:00,es,1
Goldie_Wilson,0,82,2009-06-19 00:38:33+00:00,en,6
Jenalgy,4,104,2009-04-20 18:40:05+00:00,en,8
ianlewisbriggs,0,192,2012-11-14 21:39:47+00:00,en,20
Lizzylacomible,0,328,2010-10-12 22:38:48+00:00,en,24
margret5,0,32,2011-06-19 13:10:11+00:00,en,1
OhThatsGee,2,259,2013-08-30 21:36:15+00:00,en,7
DemeriasHall,5,110,2011-07-14 20:42:48+00:00,en,7
la_lisa_ang,21,388,2011-11-16 13:07:41+00:00,en,44
Mr_Goetzsche,0,120,2009-07-04 17:03:00+00:00,en,2
the_sport,325,300,2009-02-28 16:19:21+00:00,en,371
snquevedo,1,127,2011-07-19 13:18:44+00:00,en,3
KennethRSmith2,6,2193,2012-06-02 01:16:36+00:00,en,77
hoooooob,2,68,2011-02-22 19:10:50+00:00,en,6
thisislifexo,0,175,2009-09-13 20:32:33+00:00,en,8
leooooo1998,4,1295,2012-04-20 14:20:18+00:00,it,56
xCrashxQueenx,0,63,2011-03-11 11:36:15+00:00,en,6
erikuscc,0,223,2012-02-10 15:27:27+00:00,en,8
jefv_huank,0,193,2010-05-08 15:52:48+00:00,en,10
JorgiinhoAttie,13,410,2009-07-21 15:32:49+00:00,en,5
RomaMarleyy,16,3694,2011-02-19 20:59:02+00:00,en,50
yajaibacherry,1,1020,2010-09-17 18:14:26+00:00,en,29
JujuSaIimenii,6,215,2012-04-14 00:08:23+00:00,pt,475
demanDXcellence,1,427,2010-03-04 03:42:04+00:00,en,9
boypawarit,0,85,2009-11-30 15:08:18+00:00,en,1
roberthaye1212,5,810,2013-05-23 12:49:26+00:00,en,47
mttulinho,0,254,2011-05-05 13:36:54+00:00,en,19
SandyOutlawz,0,208,2011-05-07 12:32:01+00:00,es,4
dancingonyhesun,0,150,2008-11-15 19:26:53+00:00,en,8
Elderboy4334,0,216,2011-08-03 03:53:27+00:00,en,12
87Sascha,0,38,2012-01-16 01:20:11+00:00,de,1
fer_cristina,9,211,2009-08-09 19:35:51+00:00,en,34
waddahmahadi,0,57,2011-10-18 08:30:03+00:00,en,2
IzadiArian,3,317,2013-01-08 13:38:14+00:00,en,19
Almutasem01,8,1214,2014-05-17 16:28:36+00:00,en,72
akpixygirl,0,59,2013-12-13 05:48:51+00:00,en,1
artsdownsview,11,292,2013-10-01 21:57:57+00:00,en,21
dino3666,1,257,2009-08-16 22:05:52+00:00,en,12
Amizadesempre_5,22,2552,2011-02-17 20:50:51+00:00,pt,13
waldneysouza,9,126,2013-03-10 13:20:33+00:00,en,7
SomaniGirish,0,57,2013-02-25 03:20:00+00:00,en,2
demoss_a,10,289,2013-07-29 12:45:22+00:00,en,43
gdub92,15,1681,2009-10-28 14:45:32+00:00,en,109
gabiifdc,11,232,2009-09-29 21:34:54+00:00,en,4
chantalclarke,6,188,2010-11-25 10:06:09+00:00,en,4
dwiniviani,1,232,2012-11-08 09:18:32+00:00,en,5
alaya_asma,1,231,2012-11-30 17:36:24+00:00,ja,11
jvkatcef,1,390,2009-12-09 00:14:35+00:00,en,22
MStutterich,0,198,2012-07-10 21:20:50+00:00,de,23
dwinacs,2,113,2010-12-07 10:52:21+00:00,en,3
popculture2013,7,296,2013-10-19 13:06:50+00:00,en,16
topoluigi,2,124,2011-08-11 14:41:11+00:00,it,8
male551551,2,1168,2014-03-24 12:49:43+00:00,en-gb,47
Jennnifer112,0,389,2012-06-04 04:14:24+00:00,ko,8
lailashahrul,1,56,2011-02-10 11:15:44+00:00,en,3
shi_pham,0,106,2012-09-01 14:05:59+00:00,en,6
rigobertovizcar,7,1438,2012-01-24 23:19:37+00:00,es,46
nancygosa021623,0,286,2014-01-23 20:07:15+00:00,es,5
turkey198123,2,1233,2011-05-04 04:27:35+00:00,en,51
samsteros,0,47,2014-03-14 11:45:23+00:00,en,1
joe_awtrey,11,1912,2015-05-22 04:04:02+00:00,en,53
maryneal285,6,1501,2010-04-30 02:46:17+00:00,es,92
Niba57Ozdag,1,150,2015-03-05 21:50:43+00:00,en,8
JamsthoKarma,0,209,2011-06-04 10:29:15+00:00,en,15
tracecampell,36,200,2013-11-08 15:08:22+00:00,en,12
AngelaMcEwan01,94,2251,2014-05-26 04:09:07+00:00,en,208
hycomag,5,211,2012-05-16 01:17:32+00:00,en,2
Trip_vaN,6,166,2009-07-17 11:39:01+00:00,en,4
spudysue,28,432,2009-10-31 02:33:24+00:00,en,83
SultryRachjail,0,146,2010-11-26 01:55:32+00:00,en,6
14Sammie14,2,93,2011-01-23 18:53:35+00:00,en,3
Morganerussery1,5,1242,2011-06-30 17:58:24+00:00,en,40
AjezaNorhusna,4,1494,2011-05-17 05:27:22+00:00,en,46
Calleander,8,1254,2009-05-24 15:49:42+00:00,en,50
denosagas,7,1829,2013-08-19 08:48:57+00:00,en,72
paladinforce,1,104,2012-02-26 05:40:51+00:00,en,31
tahavsky,0,91,2015-11-27 10:46:54+00:00,cs,4
LSmile25,0,67,2012-05-20 11:18:44+00:00,ar,2
RJRAJER,3,891,2009-04-07 02:56:49+00:00,en,26
sonialarrat,0,168,2010-09-08 18:47:23+00:00,en,21
PiotrSzurman,1,231,2013-10-24 18:18:27+00:00,pl,10
deep_Ey3z,18,840,2014-07-11 20:17:24+00:00,en,508
nicholaswalker6,0,175,2012-08-18 14:37:38+00:00,en,5
LePetitAlger,1,1167,2011-10-16 18:04:34+00:00,fr,117
Rose61500401,1,543,2016-04-15 21:03:21+00:00,en,20
PatriciaCastro,55,564,2009-03-18 03:28:45+00:00,en,465
akakakaa,3,1665,2010-02-09 06:09:48+00:00,en,10
Josh_Reville,45,226,2011-12-23 18:56:26+00:00,en,808
jorgegtzl,11,530,2011-08-26 21:33:04+00:00,en,20
begrac_18,15,831,2012-03-04 13:34:38+00:00,en,46
janitayusmin,74,282,2012-06-17 09:02:00+00:00,en,694
mzmacklin827,55,2831,2010-09-11 02:00:11+00:00,en,11
IsuriB,0,148,2012-08-23 14:01:34+00:00,en,27
X0X0heatherX0X0,17,1922,2010-10-14 17:36:09+00:00,en,70
kat19571,7,1824,2012-06-19 12:21:12+00:00,nl,73
roximmortal,4,1094,2012-06-20 03:37:47+00:00,fr,37
AstridThorsen,9,362,2009-07-11 19:40:01+00:00,en,29
WarrenHawkins27,1,211,2013-03-02 09:42:32+00:00,en,12
Turaman88,0,155,2011-11-25 21:48:53+00:00,en,9
ValentiinaWeed,1,98,2010-04-30 20:36:02+00:00,es,7
zackwalter2,2,1191,2011-11-17 06:46:22+00:00,es,43
hugocxd,3,1111,2012-12-19 15:28:25+00:00,pt,14
fetohkhaled,3,1272,2011-12-16 13:59:11+00:00,en,63
tannertyl,3,378,2010-08-16 15:55:26+00:00,en,20
rlbandhrb,0,82,2015-10-24 00:27:10+00:00,en,2
siti_nurasyikin,1,273,2011-05-03 13:17:13+00:00,en,16
dizbepaul,0,123,2012-09-24 03:17:44+00:00,en,12
mikijecar,2,397,2013-11-04 15:29:43+00:00,en,14
Sagemarie,1,278,2009-04-17 21:25:39+00:00,en,13
SeanSeckertson,4,951,2013-05-15 18:11:01+00:00,en,21
wajegs,3,58,2011-01-05 12:23:12+00:00,en,3
millyvanrijn,16,1619,2012-02-13 09:29:41+00:00,en,17
cannorive,0,74,2014-08-26 11:27:55+00:00,en,4
allysaunt,0,172,2011-01-17 16:55:48+00:00,en,11
383Percy,0,56,2011-12-19 22:31:08+00:00,en,5
MichaelShafran2,2,90,2017-02-13 04:20:27+00:00,en,4
TMirrorProd,0,628,2010-12-28 04:29:36+00:00,en,34
Nate2478,0,81,2009-11-09 11:49:56+00:00,en,2
xFranni,1,325,2009-10-25 01:36:59+00:00,en,13
Fernyakastoner,55,1643,2009-08-13 02:27:01+00:00,en,178
MichelaDalPont,0,31,2012-03-12 20:36:44+00:00,it,2
prettyswagg360,6,161,2010-12-28 18:01:09+00:00,en,45
ByronPDX1989,0,32,2011-10-25 09:11:15+00:00,en,1
CarlaDano,19,861,2012-04-27 03:15:37+00:00,en,82
OLGAPAPANTONI,9,433,2014-05-19 11:39:19+00:00,el,79
Destinyneal3,3,275,2011-08-15 13:03:37+00:00,en,11
SHOOT3RUK,2,407,2009-11-02 16:55:22+00:00,en,22
NicWainwright25,5,246,2013-04-04 14:44:50+00:00,en,6
dogieeeeee,1,128,2009-12-17 03:28:47+00:00,en,22
VelickovicNebo1,1,241,2011-12-06 09:45:47+00:00,en,7
ryleezdad,12,860,2010-06-13 04:51:20+00:00,en,1
KamilionsisG,0,125,2014-01-02 20:43:30+00:00,en,7
frozenfire2011,2,1348,2011-02-28 17:00:27+00:00,en,42
Montana662,14,754,2011-01-27 01:27:43+00:00,en,32
TurboHugh,0,220,2011-05-22 20:52:11+00:00,en,9
GersonLove123,2,609,2015-05-20 19:11:32+00:00,es,25
boyzinho16a,25,504,2011-11-23 23:37:51+00:00,pt,21
LucetteWilliam,3,173,2013-09-17 16:43:15+00:00,fr,6
akuzamirs,3,74,2010-07-10 20:28:29+00:00,en,3
BrownTerrell,2,1323,2011-06-21 23:30:20+00:00,en,11
simzon3,5,125,2009-10-02 08:16:24+00:00,en,11
sl33py_d,0,67,2009-09-24 01:54:17+00:00,en,11
arisahadama,540,740,2010-03-10 05:36:49+00:00,en,26401
guguiinhaa1,6,973,2009-11-04 11:42:48+00:00,en,27
csp0808,0,182,2013-01-08 01:54:06+00:00,ko,7
Palmtree1Smith,1,199,2012-01-17 15:37:24+00:00,en,4
samaha_123,5,1278,2013-03-21 21:58:27+00:00,ar,36
SierraScioneNVM,3,1340,2011-12-14 21:03:00+00:00,en,55
natmichalska,4,124,2011-08-03 21:48:31+00:00,en,22
jorgia_williams,300,3059,2012-06-04 22:44:53+00:00,en,864
VodkaSr,1,31,2012-08-17 13:26:00+00:00,en,3
pokemondragon88,0,112,2011-01-16 02:12:49+00:00,en,9
BigOdaIllest,2,1519,2013-04-05 20:40:43+00:00,en,40
cristianmonaco,2,56,2011-03-10 04:28:15+00:00,it,4
hikz_d5,32,234,2011-03-05 07:51:03+00:00,en,39
LouisCudjoe,5,1294,2013-09-02 07:13:55+00:00,en,37
asmaadrar,4,243,2011-07-08 19:06:46+00:00,en,5
kenchrio,1,447,2013-08-10 10:13:11+00:00,id,17
esin_said,4,1215,2012-04-12 11:56:46+00:00,en,37
BagasR91,12,1818,2012-05-11 04:15:35+00:00,id,24
moraisrafael123,0,1159,2011-02-24 20:06:40+00:00,en,49
Charles33Byrd,29,495,2009-04-27 20:51:27+00:00,en,57
twipatricio,0,271,2010-12-04 06:32:34+00:00,en,65
muckyahmad,0,443,2011-07-31 10:22:48+00:00,en,5
msluckyamit,0,90,2010-07-09 15:37:28+00:00,en,2
orang3juic,5,1526,2010-12-09 03:11:31+00:00,en,36
Charety,2,257,2012-09-09 18:11:53+00:00,nl,31
SandyPimenta,6,865,2013-02-20 19:28:15+00:00,pt,18
dJard11,1,164,2011-10-21 19:13:41+00:00,en,13
NicLafleur,0,275,2011-10-25 00:37:44+00:00,en,10
paigemya21t,1,169,2012-10-10 04:09:49+00:00,zh-cn,5
gabrielitha2,0,187,2010-09-18 02:29:03+00:00,es,7
11kanzo,17,1773,2011-03-12 12:05:30+00:00,en,23
prasiddha805,5,1805,2010-08-09 02:16:51+00:00,en,70
steliqn123,0,86,2014-03-15 15:02:28+00:00,en,2
mariosnic1984,3,383,2010-09-19 18:29:59+00:00,en,18
realgracem,3,320,2014-10-09 01:56:16+00:00,en,6
MamiHamsun,0,186,2013-05-10 11:18:20+00:00,en,17
toeyza12,3,1216,2012-02-23 12:30:26+00:00,en,35
DrobekJimenez,2,224,2011-05-05 22:19:19+00:00,en,29
GabyKiut,1,287,2010-04-30 21:47:11+00:00,en,7
rosunia90,6,2336,2010-04-11 20:30:22+00:00,en,73
anika_1999,7,237,2011-01-22 12:05:49+00:00,es,15
msbivins,5,1629,2011-04-06 19:21:07+00:00,en,39
Fernandofasj,7,912,2012-05-02 16:17:05+00:00,pt,45
Wadhwani_navin,4,746,2011-05-05 06:36:21+00:00,en,39
Anthonyspeid,5,129,2012-01-05 21:28:33+00:00,en,8
bagull_gollie,5,533,2012-09-03 09:59:22+00:00,en,25
DDdodop,1,112,2014-03-09 09:28:34+00:00,zh-CN,2
EDNAGALVAELSARL,2,42,2012-02-24 03:18:17+00:00,pt,4
PinkyTle,0,127,2012-12-24 20:41:53+00:00,th,6
jkay0530,0,103,2009-10-30 19:49:26+00:00,en,23
LonelyDinosaur_,13,2667,2012-01-17 23:57:03+00:00,en,71
wtfnoyoudidnt,0,160,2009-06-19 15:18:29+00:00,en,7
mustakimaziz,2,582,2011-09-13 13:24:43+00:00,en,33
pinturadeviolao,0,189,2010-04-10 02:21:39+00:00,en,11
ophelia_valles,0,35,2011-07-27 17:08:34+00:00,en,2
Tjlove974,2,308,2011-08-07 09:59:04+00:00,fr,9
EghaMogu,16577,563,2009-09-26 12:45:34+00:00,id,4532
TheFreeRPStudio,1,157,2013-10-07 18:33:39+00:00,pl,5
jeffgordon27,1,62,2011-03-10 19:23:04+00:00,en,13
jordicoll19,31,469,2012-07-24 13:05:07+00:00,en,16
rocketscience53,0,680,2009-11-29 03:40:10+00:00,en,25
shaybaayy,15,847,2010-07-01 05:32:17+00:00,en,14
joaokfouri,25,359,2011-02-18 04:04:28+00:00,en,927
sukron88515631,2,243,2013-04-24 05:39:43+00:00,en,18
c5c682d640e4484,3,367,2015-08-08 09:58:05+00:00,en,17
Lose1c0ntrol34,9,419,2009-04-03 10:49:41+00:00,en,40
uranusisclean,4,280,2011-01-21 00:42:17+00:00,en,13
StilwellRussell,6,1419,2013-06-29 16:47:32+00:00,en,48
leecarryl,2,217,2011-03-03 16:53:34+00:00,en,9
oweyderemy,1,244,2011-07-25 16:55:53+00:00,es,14
bigbighead,17,352,2008-04-15 22:37:27+00:00,zh-cn,14
daniellebrown63,9,472,2010-06-10 16:15:34+00:00,en,38
kheart_16433,0,127,2013-06-28 09:50:11+00:00,en,5
stina00001,1,1418,2011-01-11 06:32:09+00:00,en,52
macin_yy,6,1203,2011-06-15 07:17:56+00:00,ja,52
Bolaxy1,3,44,2010-12-03 14:57:48+00:00,en,3
poipet33,8,1378,2011-01-04 02:17:15+00:00,en,15
IssaLayth,3,407,2013-05-03 17:55:01+00:00,en,6
Rocky60527208,2,267,2012-04-30 10:39:47+00:00,id,5
lamoniquewey,0,174,2012-06-24 05:50:38+00:00,en,2
TrojanQB1,2,419,2012-12-14 17:53:49+00:00,en,20
amandinhahotmai,6,415,2010-08-12 03:03:18+00:00,en,15
SangeethaSVargh,3,157,2011-07-22 02:07:38+00:00,en,15
selvvypermal,8,740,2012-12-07 13:53:36+00:00,en,42
tiago12356,23,230,2011-02-21 19:43:56+00:00,en,65
FawnGardiner,5,1370,2011-06-07 02:03:36+00:00,en,77
Cazilly,1,195,2009-08-05 18:37:11+00:00,en,16
panksiri,25,112,2011-08-21 22:01:00+00:00,pt,13
mattmakepeace,1,76,2010-09-10 22:56:54+00:00,en,4
ramanapandilla1,4,193,2015-11-22 06:42:50+00:00,en-gb,13
tokyospn,6,130,2011-03-08 17:05:32+00:00,en,16
wooseon93,0,63,2012-03-19 10:03:23+00:00,ko,6
YahCommand,1,126,2014-04-28 22:30:44+00:00,en,6
nguyenxuantumd,1,995,2013-02-11 11:54:06+00:00,en,65
sinclair_javed,0,145,2012-09-12 10:01:21+00:00,en,3
mrsjoannascott,1,107,2009-10-21 21:29:25+00:00,en,7
sandritatm21,6,1122,2010-12-19 23:52:26+00:00,es,54
Laura_Limade,1,255,2011-12-31 23:30:45+00:00,pt,31
ayumukorori,4,387,2011-12-20 10:41:51+00:00,ja,42
Daniellamayara,1,535,2011-09-07 13:58:40+00:00,pt,12
donarthur7,0,66,2012-11-03 20:48:01+00:00,en,9
BierGawen,2,82,2015-05-28 17:37:59+00:00,en,5
sdaddy1234,7,1618,2009-09-22 05:01:43+00:00,en,48
hamad_latifah,5,95,2014-09-03 12:22:58+00:00,en,6
kattuahene,0,471,2012-03-17 16:32:39+00:00,en,14
Raptor754,0,300,2016-08-29 18:37:32+00:00,en,11
1carliee,7,1562,2010-06-22 19:02:14+00:00,en,73
Margrietbotman,14,2266,2010-09-21 18:14:55+00:00,en,99
lacrauhl,790,3250,2011-08-01 16:38:54+00:00,pt,25426
CoriTalavera,1,65,2010-09-01 18:09:48+00:00,en,4
29JC,45,2188,2009-08-28 16:46:08+00:00,en,39
xiao_vivie,4,1016,2011-09-19 10:50:39+00:00,en,39
AjethaAjethaa,1,256,2016-05-10 10:12:03+00:00,en,17
issasherine21,0,536,2011-05-24 08:02:24+00:00,en,22
lbatni,1,97,2011-01-24 17:11:19+00:00,fr,23
Denercvs,4,380,2009-08-21 18:32:07+00:00,en,14
relks22,2,196,2011-11-19 02:44:27+00:00,en,3
terrorvidhi,0,78,2011-02-12 07:06:20+00:00,en,3
achfah,0,163,2011-04-17 09:00:11+00:00,en,14
AlaaPioneer,0,77,2011-12-18 14:42:55+00:00,en,3
pjay_0,1,1379,2010-09-08 11:54:43+00:00,en,19
dendi182,204,607,2009-10-25 08:51:49+00:00,en,11687
WadeTiffany,2,583,2011-10-01 22:15:16+00:00,en,12
felixotoo3,1,123,2012-07-05 23:56:41+00:00,en,9
fredy1812618,10,1684,2010-05-30 04:03:36+00:00,es,10
kgaa94,0,298,2010-07-27 23:11:07+00:00,es,10
nott2527,2,808,2011-06-21 12:57:56+00:00,en,27
istayytruee,2,256,2009-07-08 06:27:58+00:00,en,7
guigalhardo2011,0,203,2011-04-19 01:04:31+00:00,en,9
hakimiskandar5,1,558,2013-09-16 07:31:18+00:00,en,20
Lizzie547,4,338,2013-11-16 04:49:05+00:00,en,28
fo_leath,9,1516,2014-08-21 11:20:59+00:00,en,15
albertlarbi406,5,633,2014-07-15 18:24:11+00:00,en,31
mukhtar6464,1,78,2011-05-19 23:35:17+00:00,en,3
leopardgirls,9,129,2010-01-14 23:29:01+00:00,en,5
bennyisibenito,11,1807,2013-01-28 05:15:21+00:00,en,40
corcholataso,0,145,2011-03-22 01:41:27+00:00,es,9
TheBigQueef,0,274,2012-06-04 18:09:01+00:00,en,20
malleyfairy,5,360,2010-07-18 21:49:22+00:00,en,11
sail77,1,878,2009-12-27 19:48:27+00:00,en,25
JackWal26609083,6,288,2012-11-15 00:50:13+00:00,en,8
LissaPrettymuch,7,380,2009-08-02 10:33:17+00:00,en,5
pegasuslegend88,21,109,2013-02-22 18:57:53+00:00,en,3
8PeaceLoveHope8,5,692,2010-09-14 21:36:26+00:00,en,30
abc123art,8,1191,2009-03-25 06:03:45+00:00,en,61
gabrielalberto,2,257,2009-03-07 13:29:23+00:00,en,16
amananlattatlim,1,199,2012-05-11 07:48:29+00:00,tr,12
PaulinaWrobel,4,138,2011-10-05 20:23:35+00:00,en,14
zamrun,2,55,2010-11-18 03:45:06+00:00,en,1
Christo2009John,4,132,2012-04-15 23:34:25+00:00,en,5
KotetuYamada,10,1871,2013-01-27 13:36:27+00:00,ja,15
r0zzka98,1,385,2009-11-22 07:09:41+00:00,en,41
Pete_Xivid,0,59,2011-02-28 08:51:12+00:00,en,1
JohnDeAngelis5,19,572,2014-01-22 11:42:04+00:00,en,27
BatCvbp,1,69,2012-12-22 13:34:16+00:00,fr,3
warihneno,161,610,2011-08-18 14:56:18+00:00,en,117
IceWand1,0,72,2011-11-09 19:04:04+00:00,en,1
Callganall,0,59,2010-11-01 14:13:39+00:00,en,4
Dj6556,6,316,2009-06-24 21:46:57+00:00,en,45
moose4362,6,1089,2009-04-10 05:04:01+00:00,en,56
naomihermoxa,1,270,2011-10-07 19:08:49+00:00,es,8
simaoq7,0,237,2010-12-26 10:30:24+00:00,en,8
Ginendel,3,76,2011-01-31 23:29:19+00:00,en,6
HedixonBarico,8,1368,2012-07-02 16:24:41+00:00,es,58
SokhalTalha,11,492,2013-09-28 05:46:02+00:00,en,14
Opeyemifunmiola,0,215,2013-03-09 13:42:53+00:00,en,39
bellabrahms,4,747,2009-11-14 13:02:48+00:00,en,20
stickittothewom,4,236,2009-06-07 04:07:39+00:00,en,15
butterken11,12,1292,2010-09-10 08:52:45+00:00,ja,41
anaa_nogueira,2,169,2010-11-08 16:20:52+00:00,en,13
badprecedent,8,441,2009-08-03 18:50:54+00:00,en,14
godblessyou8525,0,160,2011-07-10 11:47:13+00:00,ko,3
junethenjuly,7,111,2010-11-13 14:33:34+00:00,en,27
AdilsonThiss,3,1439,2013-08-27 00:52:23+00:00,pt,61
jv13_jo,1,1056,2011-04-05 11:44:28+00:00,en,32
Nathaliaz12,3,240,2014-02-05 20:02:41+00:00,en,9
amber41616854,40,2794,2012-07-05 03:13:59+00:00,en,78
bexspency,98,407,2011-07-28 12:50:24+00:00,en,159
phantasm1967,16,1511,2009-06-26 20:25:24+00:00,en,151
Christo17889793,3,124,2012-05-22 01:33:50+00:00,en,4
augusto_dim,5,936,2011-07-01 02:40:36+00:00,pt,46
Bec527,0,36,2011-05-12 04:15:33+00:00,en,4
KrisB_5050,28,546,2009-06-15 06:54:31+00:00,en,62
halfzebra,1,157,2009-03-12 14:17:37+00:00,en,7
u6vmp177,2,1332,2013-11-24 18:24:45+00:00,en,81
kispetikp,1,33,2009-12-01 22:47:32+00:00,en,2
armandoclaver,7,1120,2012-02-20 22:01:47+00:00,en,31
lilangel19546,1,125,2011-03-13 15:04:03+00:00,en,6
orrex12,0,215,2010-06-12 14:32:19+00:00,en,41
MabogsShinz,4,302,2011-12-15 13:03:51+00:00,en,5
Ebbunique,2,1053,2011-04-17 01:19:09+00:00,en,39
Ramadhani973,0,126,2014-12-13 22:02:59+00:00,en,10
Suezanne48,0,461,2014-06-09 17:26:12+00:00,en,53
tumtum191,4,1367,2011-12-21 05:05:15+00:00,en,53
GrassieCraig,13,23,2014-08-31 21:16:11+00:00,en-GB,54
Jessiesaltern,3,187,2011-04-06 11:42:20+00:00,en,12
peanutbutterkiz,5,208,2009-08-26 22:07:15+00:00,en,9
12_trip,0,152,2011-06-17 04:09:58+00:00,en,17
hosameahmed,5,1582,2012-06-04 21:54:21+00:00,fr,83
oliviapenman,1,422,2013-10-17 09:15:34+00:00,en-gb,24
SarahQ4,5,358,2009-06-19 10:05:42+00:00,en,13
5TYL1NU,9,399,2010-06-28 17:04:04+00:00,en,13
rootjedejong,9,594,2011-01-15 20:32:19+00:00,en,49
777Meighan,4,94,2011-06-15 15:19:56+00:00,en,10
lkgomes,5,73,2009-10-02 18:44:14+00:00,en,9
DennisBianca,2,1795,2012-09-22 14:38:59+00:00,en,62
trojan1234567,2,114,2010-01-04 23:19:53+00:00,en,89
SkrillaGorilla,15,279,2009-02-21 01:38:51+00:00,en,11
GaryGlwalker,2,261,2012-08-31 03:14:43+00:00,en,7
mynameisstevec,3,235,2010-10-07 15:42:17+00:00,en,3
DatBoiJunior713,13,396,2012-01-03 00:51:55+00:00,en,17
YeomansNick,12,1762,2013-08-14 17:16:26+00:00,en,16
Deborah_Yvonne,10,1660,2011-11-17 05:35:40+00:00,en,121
jackkyyh,3,99,2009-06-23 06:40:02+00:00,en,5
gioacchino091,1,403,2012-02-29 13:32:20+00:00,it,15
pritamrockr,33,461,2010-01-05 05:20:03+00:00,en,69
marcustatum,14,2526,2010-10-14 14:46:21+00:00,en,53
petterson_jesus,0,515,2015-01-09 16:17:43+00:00,pt,24
Evs82,15,306,2012-01-12 22:51:37+00:00,en,60
RockGreenowl890,2,529,2012-12-11 04:57:18+00:00,en,20
noorandali,238,1531,2011-02-07 15:07:48+00:00,en,1374
huub353,3,1038,2011-02-01 18:54:34+00:00,en,21
ai_blasian76,0,62,2013-11-20 22:48:14+00:00,en,4
zlsever,2,313,2009-08-09 19:11:23+00:00,en,12
dying_planets,21,3073,2012-10-02 00:01:39+00:00,en,98
noelis_romero,14,190,2011-12-09 21:35:16+00:00,es,2
AdhamHetlir,0,71,2014-12-10 20:09:14+00:00,en,3
mikeysmith1986,0,147,2012-01-22 19:15:46+00:00,en,6
lightbub43,0,37,2011-02-05 17:30:05+00:00,en,3
niken_puput,6,232,2010-10-20 14:33:02+00:00,en,6
willyshasta1,7,447,2015-07-12 14:03:49+00:00,en,7
geetha5432,1,76,2013-06-21 09:33:54+00:00,en,2
sw33tlove7,0,80,2010-02-02 02:27:38+00:00,en,5
bmacmurdo,6,671,2010-07-07 00:57:35+00:00,en,24
masayon02,14,1849,2010-03-15 09:17:51+00:00,ja,11
AlexandriaMRay,4,349,2011-11-01 23:11:45+00:00,en,9
PaTrici83201198,0,105,2012-06-05 01:19:45+00:00,es,16
cynthiaenea,0,84,2015-11-15 17:26:08+00:00,it,4
BungCapung45,0,621,2012-01-04 01:24:39+00:00,id,23
Raj21Somani,0,67,2012-05-22 17:38:02+00:00,en,1
Mbusokambles,0,361,2015-03-25 10:03:24+00:00,en,16
Debs197832,8,199,2011-03-12 20:10:20+00:00,en,7
collely80,2,779,2010-11-26 04:27:05+00:00,en,32
ale1617ale,1,641,2011-07-16 23:57:15+00:00,es,21
federicodegrazi,0,117,2008-10-04 03:11:25+00:00,en,10
CatherineHarv20,6,192,2013-03-08 23:05:59+00:00,en,1
DEASY77861475,5,339,2014-02-11 05:47:45+00:00,en,14
Evicted10,13,1509,2016-03-04 19:52:17+00:00,en-gb,64
Fon22Me,2,184,2014-01-26 16:57:16+00:00,th,21
jerryjoseph201,0,142,2012-01-25 16:51:09+00:00,en,7
soldier0224,5,2036,2011-05-09 17:21:32+00:00,en,47
jlenieune,0,28,2012-09-24 11:41:37+00:00,en,10
yu_kilyon,1,1196,2010-08-27 10:32:41+00:00,ja,50
logancov,1,46,2012-01-25 18:10:35+00:00,fr,2
Jamesddol_i,2,1099,2011-05-14 21:22:26+00:00,en,39
