"screen_name","followers_count","friends_count","created_at","lang","status_count"
"toragegrute",1,253,"Tue Jan 20 18:36:53 +0000 2015","en",7
"goldeberg",1,193,"Wed Jul 08 13:47:23 +0000 2009","en",8
"jiaejio",2,43,"Sun Jun 20 17:46:46 +0000 2010","en",3
"jaironnesevesa",1,250,"Tue May 21 22:25:20 +0000 2013","en",56
"JovanaMorais",4,223,"Sun Nov 21 19:18:19 +0000 2010","en",10
"MiMiSh21",3,709,"Mon Jun 27 03:48:17 +0000 2011","en",20
"PalDhananjay",6,510,"Sat Sep 17 17:40:56 +0000 2011","en",11
"uli_la",0,167,"Mon Jul 07 14:21:05 +0000 2014","de",8
"JoelGunnar",3,663,"Thu Apr 23 21:57:13 +0000 2009","en",41
"wolfzx123",5,1583,"Sun Apr 01 17:27:54 +0000 2012","en",43
"limcheepeng94",1,685,"Sat Apr 23 13:37:54 +0000 2011","en",26
"el_chupes",16,633,"Mon Nov 15 01:08:05 +0000 2010","es",83
"AugustoRamirezO",1,142,"Thu Feb 04 23:05:15 +0000 2010","en",4
"onebottle1",0,107,"Thu May 17 13:15:33 +0000 2012","ko",17
"YordankaCuba",14,173,"Wed Mar 11 21:31:58 +0000 2015","en",157
"juliefowler99",2,641,"Sun Dec 22 03:59:46 +0000 2013","en",52
"maria_angelaxx",9,1993,"Wed Dec 21 23:12:07 +0000 2011","en",89
"robertomarchena",27,185,"Thu Nov 24 20:36:50 +0000 2011","es",5
"hmltd742",1,215,"Sun Sep 15 15:18:40 +0000 2013","en",10
"Babatun13111620",2,64,"Mon Feb 20 11:23:34 +0000 2012","en",3
"CindyShrout1",0,77,"Fri Sep 23 00:46:08 +0000 2011","en",5
"bravo_dannie",5,1250,"Thu Jul 19 01:41:12 +0000 2012","en",68
"manda568",0,256,"Thu Jun 03 15:46:39 +0000 2010","en",29
"lalabrebre45",3,303,"Tue Sep 22 11:01:59 +0000 2009","en",188
"hernacarlos",1,37,"Wed Jan 26 20:27:35 +0000 2011","es",1
"FakharCheema786",5,1746,"Thu Feb 24 05:42:01 +0000 2011","en",25
"wadehamet",1,287,"Tue Jun 28 21:57:35 +0000 2011","fr",14
"Xokrstinaxo",2,58,"Sun Feb 06 23:47:39 +0000 2011","en",18
"captchies",1,100,"Wed Sep 14 07:33:56 +0000 2011","en",3
"P3P3victoria",7,217,"Wed Jun 30 23:46:56 +0000 2010","es",11
"Filthykosa",2,835,"Sun Dec 02 08:17:50 +0000 2012","en",20
"Dualz420",0,190,"Tue Feb 22 23:32:19 +0000 2011","en",7
"RoseMatinrez",1,38,"Thu Nov 10 21:48:29 +0000 2011","en",1
"crumpkendra27",1,368,"Sat Dec 08 04:17:56 +0000 2012","en",7
"heirsocrates",0,21,"Fri Jan 13 02:28:50 +0000 2012","en",1
"waterfairy42",0,164,"Tue Apr 28 03:24:25 +0000 2009","en",5
"johnmuia1",0,450,"Wed Mar 07 06:47:46 +0000 2012","en",22
"Playjay321",3,174,"Sun Jul 31 21:28:49 +0000 2011","en",2
"fubukiii",0,60,"Fri Jul 30 18:56:18 +0000 2010","en",4
"u_henk",1,91,"Fri Feb 03 10:15:18 +0000 2012","de",4
"kwilson1007",7,123,"Mon May 21 08:26:51 +0000 2012","en",13
"j_tulus",3,110,"Tue Aug 28 05:05:12 +0000 2012","en",1186
"mcdave_a",8,779,"Thu Nov 26 15:06:16 +0000 2015","en",11
"nenecito14",0,75,"Sat Apr 21 19:12:47 +0000 2012","es",8
"ReneeandSpankyL",0,149,"Sun Jul 24 23:24:36 +0000 2011","en",6
"ZaiROCK_",2,1047,"Fri Aug 19 15:22:27 +0000 2016","en",34
"sergoalberto",4,155,"Sun Apr 01 02:20:45 +0000 2012","es",71
"crrticaltob",0,47,"Sun Jul 10 14:12:34 +0000 2011","en",4
"jhacksalazar",1,172,"Tue Jun 26 10:59:56 +0000 2012","en",8
"pietrakneib",8,484,"Mon Oct 25 21:06:18 +0000 2010","en",16
"AprilYoung4",3,554,"Thu Aug 11 21:09:29 +0000 2011","en",24
"le_pur",2,303,"Thu May 17 13:12:10 +0000 2007","en",11
"BinYu5",6,570,"Tue Nov 12 03:03:57 +0000 2013","zh-cn",20
"BiteBri",9,2771,"Tue Apr 07 00:18:22 +0000 2015","en",77
"dyu130782",0,111,"Thu Sep 06 07:30:45 +0000 2012","id",3
"dedwongsa",0,156,"Sat Jun 14 11:17:46 +0000 2014","th",4
"nim_che",1,338,"Sat Jul 19 12:53:54 +0000 2014","fa",20
"franciscotarant",1,362,"Wed Dec 21 01:19:18 +0000 2011","es",17
"idksakjdhsakjdh",3,1034,"Fri Jan 07 13:44:18 +0000 2011","en",32
"MissNicoleMW",1,168,"Tue Jun 14 00:12:10 +0000 2011","en",11
"challengerguy11",4,349,"Wed Jan 26 01:06:19 +0000 2011","en",10
"mike33yosi",1,1190,"Tue Aug 30 05:44:10 +0000 2011","ja",69
"Jmackson2011",0,153,"Tue Mar 22 20:17:10 +0000 2011","en",8
"heathers2681",3,80,"Sat Sep 28 00:58:14 +0000 2013","en",4
"apocalipsiszero",0,35,"Tue Sep 14 18:40:59 +0000 2010","es",1
"JuveDto93",1,98,"Wed Feb 13 03:38:52 +0000 2013","en",10
"danitzalizana",3,104,"Thu Mar 01 15:50:10 +0000 2012","es",5
"isatopher",2,2124,"Tue Mar 29 02:46:24 +0000 2011","en",84
"martinez_ozzy",4,597,"Fri Jan 18 19:09:12 +0000 2013","en",4
"fanisasefiyani",1,372,"Sun Oct 07 08:17:00 +0000 2012","id",8
"GomelingMei",0,234,"Sat Aug 17 01:32:50 +0000 2013","en",12
"Hannycocrgc",0,197,"Fri Apr 20 17:46:07 +0000 2012","en",16
"corradon",1,161,"Thu Oct 22 12:40:31 +0000 2009","en",4
"Sweetcornhead",6,579,"Mon Aug 17 17:09:40 +0000 2009","en",18
"aldomendezsoto",0,201,"Sun Feb 20 19:20:23 +0000 2011","es",10
"jaredk19",0,79,"Wed Dec 21 12:20:51 +0000 2011","en",2
"judy_krisell",4,1012,"Wed Jul 28 01:06:02 +0000 2010","en",40
"jstnfrank17",414,2687,"Wed Feb 04 12:16:25 +0000 2015","en",32
"fabrdz",1,230,"Sat Aug 14 16:35:45 +0000 2010","en",8
"matuw19",0,201,"Thu Sep 24 01:53:52 +0000 2009","en",13
"liyuentao1999",0,151,"Fri Apr 15 15:54:46 +0000 2011","en",20
"cherryliss",4,650,"Thu Jun 11 19:51:32 +0000 2009","en",7
"Batman201631",14,404,"Tue Mar 28 02:28:10 +0000 2017","en",12
"_5924254183871",3,123,"Thu Mar 01 10:21:54 +0000 2012","th",7
"gagebelser",5,1635,"Fri Dec 23 20:39:15 +0000 2011","en",61
"Khali_The_Omega",1,1368,"Mon Sep 26 02:19:37 +0000 2011","en",63
"janisarte",23,921,"Tue Jul 07 18:29:37 +0000 2009","en",39
"padi9604",0,170,"Thu Mar 25 23:38:04 +0000 2010","es",12
"baggaloo",2,86,"Tue Sep 06 17:26:56 +0000 2011","en",7
"White0258bloke",2,1103,"Sun May 31 12:42:03 +0000 2015","en",40
"juna5544",0,467,"Fri Nov 25 07:29:09 +0000 2016","ko",26
"darajaii",5,117,"Fri May 27 09:06:12 +0000 2011","en",38
"Cowbutts",3,341,"Thu Nov 08 14:14:19 +0000 2012","en",5
"kassiethacker",0,294,"Fri Oct 28 19:59:25 +0000 2011","en",17
"m_natiq",3,41,"Sat Jul 30 13:29:35 +0000 2011","en",4
"AlbieLich",1,165,"Sun Mar 14 07:46:56 +0000 2010","en",11
"Glen_is_Badda",0,95,"Wed Dec 22 15:08:29 +0000 2010","en",3
"Inquiable",43,2494,"Thu Jun 16 15:32:06 +0000 2011","en",39
"Mitch_Sawtelle",53,292,"Wed Aug 15 11:27:25 +0000 2012","en",125
"almiraks",0,65,"Fri Aug 21 01:03:27 +0000 2009","en",6
"sean2bd_j",1,220,"Sun Mar 10 18:00:12 +0000 2013","en",2
"myfasion",0,1223,"Tue Sep 06 03:41:47 +0000 2011","en",67
"NryNlbnt",3,216,"Sun Mar 20 20:32:38 +0000 2011","en",17
"MFisher1405",12,264,"Sun Feb 24 22:53:22 +0000 2013","en",13
"satou1122",4,1326,"Tue May 25 13:27:31 +0000 2010","ja",57
"Ohhjordanxo",49,2536,"Thu Oct 13 23:32:43 +0000 2011","en",181
"kaokaoxiao",2,281,"Tue Mar 18 15:36:33 +0000 2014","en",14
"Mbrown981",7,329,"Fri Mar 07 12:00:51 +0000 2014","en",7
"Michellemeola",0,349,"Thu Dec 09 00:04:40 +0000 2010","en",15
"Rahmat128",4,586,"Mon Apr 19 15:13:14 +0000 2010","en",16
"Guatemala2014",2,173,"Sat Aug 28 01:19:36 +0000 2010","en",12
"Shottaa92",0,177,"Fri Feb 01 02:10:28 +0000 2013","en",6
"Vkristof1996",4,39,"Tue Feb 08 05:20:47 +0000 2011","en",1
"yukki_gonzalez",0,208,"Mon Apr 12 20:40:15 +0000 2010","es",9
"dhaysedeka",20,470,"Wed Sep 02 16:08:29 +0000 2009","en",16
"agnhezqoh",1,59,"Sun Nov 13 14:48:54 +0000 2011","en",9
"AriastikaMade",20,806,"Sun Oct 28 04:46:23 +0000 2012","id",38
"jannatshiakh",2,38,"Sat May 21 10:34:46 +0000 2011","en",1
"eduardoosilva17",7,1542,"Sat Jan 22 03:42:32 +0000 2011","en",105
"alanaphillips69",5,628,"Thu Oct 29 21:29:18 +0000 2009","en",38
"bqnqnq",0,204,"Thu Jan 19 08:46:00 +0000 2012","ko",13
"gabrielaa_1973h",4,103,"Thu Dec 22 14:07:18 +0000 2011","es",7
"ioodun",3,811,"Wed Dec 15 15:23:49 +0000 2010","en",32
"mattmaggy",0,124,"Fri Jul 09 15:29:08 +0000 2010","en",11
"oasceliah",2,214,"Sun Nov 04 19:53:58 +0000 2012","en",25
"ashleykay8403",7,116,"Thu Dec 02 21:28:11 +0000 2010","en",11
"alitta35",11,53,"Mon Jun 07 20:37:59 +0000 2010","es",16
"Notcool",14,74,"Tue Apr 15 19:28:13 +0000 2008","en",1
"kukuaccesorios",1,386,"Mon Feb 27 15:55:28 +0000 2012","es",20
"mariatetamar1",19,1392,"Thu Jul 18 20:44:45 +0000 2013","es",40
"HollyPoppet89",5,119,"Mon Aug 23 09:11:55 +0000 2010","en",4
"6cheukman",3,227,"Fri Mar 04 12:26:26 +0000 2011","en",92
"kasaunteballout",9,2171,"Sun Aug 11 05:56:20 +0000 2013","en",33
"Bembengrafael",9,515,"Sun Feb 17 07:40:13 +0000 2013","id",17
"fourel54",0,85,"Fri Sep 12 16:54:44 +0000 2014","fr",6
"nandauckermann",8,247,"Mon Jul 20 15:57:44 +0000 2009","en",32
"1507Brooke",0,316,"Wed Nov 23 20:13:05 +0000 2011","en",21
"QueMck",0,420,"Wed Feb 22 07:40:34 +0000 2012","en",17
"alexou123",0,150,"Mon Mar 01 23:20:04 +0000 2010","en",7
"albersinio",19,427,"Tue Oct 19 16:10:12 +0000 2010","en",19
"spiri_tus",2,47,"Mon Nov 29 10:20:34 +0000 2010","de",3
"Demo4lv",8,1497,"Tue May 03 20:38:54 +0000 2011","en",108
"sexybaby0311",0,292,"Mon Jan 10 01:57:21 +0000 2011","en",8
"JOANNEAVIVALABS",21,295,"Mon Apr 30 04:27:17 +0000 2012","en",12
"MarquesIva",3,191,"Fri Jul 29 13:36:34 +0000 2011","pt",11
"KatarzynaBaut",0,97,"Fri Dec 14 22:00:12 +0000 2012","pl",5
"pat_wooten",1,1148,"Fri Jul 20 15:25:05 +0000 2012","en",29
"lollol1239",12,1498,"Sat Jun 07 00:06:44 +0000 2014","en",34
"giuliapaoletti",4,171,"Mon Feb 27 15:14:29 +0000 2012","it",17
"smithy86s",4,332,"Sat Feb 19 19:25:35 +0000 2011","en",16
"lilMexicanSNA",10,587,"Sun Jul 24 04:57:13 +0000 2011","en",7
"Carmen_aeiou",1,128,"Tue Jul 06 16:17:22 +0000 2010","es",5
"diegosewaldo",0,272,"Sat Oct 16 21:31:50 +0000 2010","es",9
"Jamiespare1667",115,380,"Thu Dec 30 11:00:00 +0000 2010","en",320
"SofiaNazario",43,207,"Fri Feb 11 02:38:45 +0000 2011","en",1063
"ShontelDuscher",0,322,"Tue Mar 13 17:11:24 +0000 2012","en",13
"Fybaz17",1,536,"Mon Oct 08 10:58:14 +0000 2012","id",31
"Lagamindo",401,544,"Mon Jun 08 03:59:09 +0000 2009","en",4815
"germanJusBfan",0,273,"Mon Mar 22 20:14:27 +0000 2010","de",10
"Emilybruce1",0,416,"Sun Oct 21 22:58:37 +0000 2012","en",13
"_psiujenni",73,208,"Wed Apr 13 16:43:33 +0000 2011","pt",4306
"tdwp1fan",1,808,"Sun May 10 06:09:27 +0000 2009","en",28
"yusuke_1214",5,1332,"Mon Aug 22 17:40:54 +0000 2011","ja",46
"Stella_Gomez",0,61,"Tue Dec 29 00:05:42 +0000 2009","en",2
"fetrident",8,199,"Sat Sep 26 19:24:00 +0000 2009","en",5
"armanali134",10,1987,"Fri Apr 10 04:25:05 +0000 2015","en",55
"RAITT",0,210,"Mon Mar 02 00:37:15 +0000 2009","en",5
"kurtwalsh",1,53,"Sun Mar 29 01:51:04 +0000 2009","en",28
"satriadidik",11,1864,"Thu Apr 12 04:29:39 +0000 2012","id",27
"septarinadwi",1,259,"Fri Mar 29 09:33:49 +0000 2013","id",16
"victoledomaia",13,1216,"Fri Mar 05 19:46:46 +0000 2010","pt",21
"AppelJasoncc25",0,175,"Mon Oct 29 22:07:13 +0000 2012","en",8
"Sonnii_x",50,358,"Wed Apr 08 04:14:28 +0000 2009","en",54
"EllisonSam",0,85,"Mon Nov 14 11:55:23 +0000 2011","en",7
"pandadogu_",1,224,"Fri Jan 11 01:49:20 +0000 2013","pt",6
"DennisBartosch",2,1833,"Thu May 05 08:01:50 +0000 2011","en",75
"zeldaprcrabtree",15,2628,"Fri May 11 11:42:37 +0000 2012","en",116
"amypenny",2,402,"Tue Jan 06 05:37:15 +0000 2009","en",12
"prognostics",8,115,"Sun Jan 04 03:33:33 +0000 2009","en",9
"PhiladelphiaBJJ",135,415,"Sun Mar 20 21:24:16 +0000 2011","en",379
"mattlohuis",25,1571,"Sun Mar 16 02:34:57 +0000 2014","en",72
"Amar_IK_Amar",4,447,"Wed Apr 17 17:34:57 +0000 2013","nl",12
"1mna",0,206,"Thu Apr 14 14:46:54 +0000 2011","en",5
"tylbutler",2,186,"Wed Aug 31 01:54:47 +0000 2011","en",10
"heidiwachter",4,102,"Tue Jan 19 08:43:46 +0000 2010","en",10
"samupaananen1",2,34,"Tue Sep 04 09:53:46 +0000 2012","fi",2
"JurgenRau1",6,1686,"Fri Sep 20 14:36:28 +0000 2013","en",21
"Perry6996",31,1362,"Wed Mar 15 23:58:46 +0000 2017","en-gb",44
"eumesmanubia",1,113,"Wed Nov 16 11:43:16 +0000 2011","en",7
"CicikikiRifqi",1,717,"Fri Oct 26 01:27:17 +0000 2012","en",25
"sdjasper",1,217,"Tue Feb 10 19:03:26 +0000 2009","en",7
"arthur2382",6,571,"Sun Aug 28 15:56:04 +0000 2011","en",25
"jaxbecker",2,1464,"Wed Feb 16 22:18:41 +0000 2011","en",40
"Daciuro",12,925,"Thu Mar 03 08:42:49 +0000 2011","de",29
"4showill",1,960,"Fri Nov 11 01:29:47 +0000 2011","en",29
"ForFongBeer",1,91,"Tue Jun 21 12:15:00 +0000 2011","en",12
"sam_401",2,1331,"Sun Mar 03 13:56:39 +0000 2013","en",34
"sajed03241979",4,1518,"Sun Dec 22 07:29:33 +0000 2013","sv",75
"Websitefandude",2,180,"Sat Oct 03 14:46:01 +0000 2009","en",10
"zombamoran",0,34,"Sun Feb 26 06:51:54 +0000 2012","es",3
"vikash16111981",3,1410,"Fri May 20 12:34:17 +0000 2011","en",66
"adkfjadf",1,62,"Sun Dec 05 13:54:30 +0000 2010","en",3
"UltimateFlash2",60,1375,"Thu Nov 08 17:01:48 +0000 2012","pt",154
"PhatJoe973",1,109,"Wed Dec 09 20:27:02 +0000 2009","en",7
"YefikirAmlak1",1,260,"Fri Jun 07 05:09:54 +0000 2013","en",13
"gabyvm20",2,39,"Mon Jun 13 05:41:17 +0000 2011","en",2
"rightswatch9",5,76,"Sat Nov 12 12:55:39 +0000 2011","en",22
"EthanElawson111",3,853,"Thu Mar 13 20:56:38 +0000 2014","en",25
"tabbytab322",0,97,"Tue Jun 29 03:46:21 +0000 2010","en",2
"lucassjung",12,325,"Sun Aug 23 20:47:38 +0000 2009","en",3
"mikeycolllier",8,1946,"Thu Jun 21 02:21:31 +0000 2012","en",62
"melanieeekaaay",1,34,"Sun Jan 02 22:54:14 +0000 2011","en",1
"JamesDieudonne",95,2056,"Tue Jun 28 18:46:55 +0000 2011","en",186
"Zeosniper",6,124,"Sun Nov 02 04:56:34 +0000 2014","en",6
"C3L3STE",4,142,"Tue Mar 31 22:32:31 +0000 2009","en",14
"MegLugg",13,162,"Thu Apr 29 22:00:25 +0000 2010","en",16
"totelin1",1,47,"Sun Mar 11 00:58:33 +0000 2012","fr",17
"zertuchito",3,124,"Thu Oct 28 02:51:55 +0000 2010","es",6
"aarong01693740",0,139,"Mon Aug 05 00:18:22 +0000 2013","en",21
"indianeyez85",2,45,"Fri Feb 25 08:09:13 +0000 2011","en",18
"PRISCILAAPLEITE",5,416,"Wed Mar 09 17:53:03 +0000 2011","en",27
"Tammyljglk",0,70,"Tue Jan 04 19:18:31 +0000 2011","en",2
"iluvrerun",3,208,"Sat Nov 15 05:31:55 +0000 2014","en",8
"Agnusdei21",10,1817,"Sat Sep 18 12:02:07 +0000 2010","en",86
"LesLesJP",0,65,"Sat Dec 18 05:42:28 +0000 2010","en",4
"tetorarei",3,192,"Wed Apr 27 14:51:40 +0000 2011","ja",26
"RhionaT",5,160,"Mon May 18 10:06:29 +0000 2009","en",6
"camiallsteadt",5,253,"Fri May 15 18:19:12 +0000 2015","en",7
"IntoTaki",3,445,"Wed Jan 27 04:22:25 +0000 2016","ja",7
"78_uk",2,60,"Tue May 10 13:07:30 +0000 2011","en",37
"manZEED1",1,462,"Mon Sep 03 01:51:42 +0000 2012","en",23
"RafaChmielewsk1",5,821,"Sat Nov 19 21:30:33 +0000 2011","en",20
"ygorbatiista",10,1611,"Wed Jul 14 13:18:31 +0000 2010","es",133
"jmalkowski5",0,188,"Sun Jul 29 23:22:36 +0000 2012","en",8
"yook8888",0,88,"Wed May 14 15:24:52 +0000 2014","zh-tw",4
"notlongago4",1,150,"Mon Aug 05 13:18:33 +0000 2013","en",31
"LizzyDonkoh",2,943,"Thu Jan 31 00:53:49 +0000 2013","en",38
"ChungCrystal",0,125,"Sat Dec 17 14:59:49 +0000 2011","en",5
"talya4u_lynn",0,145,"Sun Mar 29 16:28:50 +0000 2015","en",12
"r_morrell",2,66,"Mon Apr 01 17:11:03 +0000 2013","en",6
"marisaa__",2,544,"Sat Mar 12 21:33:45 +0000 2011","en",47
"twiztidjoker93",1,173,"Tue May 12 17:56:57 +0000 2009","en",6
"oursongbird",4,1746,"Sun Dec 02 17:13:23 +0000 2012","pt",50
"abirobadodanet",2,214,"Wed May 11 23:55:27 +0000 2011","en",6
"jefferkastillo",2,218,"Sun Nov 14 22:39:07 +0000 2010","es",12
"sweetiekeri",1,191,"Sat Jan 22 13:29:15 +0000 2011","en",9
"dudek3925",5,1024,"Sat Jan 07 05:31:06 +0000 2012","pl",41
"antonette172804",0,187,"Thu Jan 31 08:55:19 +0000 2013","en",9
"RaffOutRoud",1,298,"Sat Dec 06 07:10:44 +0000 2008","en",10
"bmxrgc",13,1022,"Mon Aug 25 03:51:22 +0000 2014","en",32
"maximadrian2",0,92,"Thu Dec 20 10:35:48 +0000 2012","en",1
"IremRath_ldyGg",2,742,"Sun Oct 03 16:45:49 +0000 2010","en",10
"rncalhau",1,339,"Sat Aug 02 19:56:43 +0000 2014","pt",6
"EnningaBrittany",11,267,"Thu Jun 20 11:08:48 +0000 2013","en",11
"AlexWhitbread",8,205,"Sat Oct 15 18:01:52 +0000 2011","en",4
"DAVlDE",0,191,"Sat Sep 05 16:56:51 +0000 2015","it",7
"AlexD2100",0,370,"Mon Nov 21 23:03:57 +0000 2011","en",11
"masterrock1233",5,1058,"Sun Apr 17 10:54:31 +0000 2011","en",40
"YaGaMy_KiRa",2,243,"Sat Apr 02 21:47:35 +0000 2011","es",12
"taradvi80",0,107,"Sun Jul 06 06:20:40 +0000 2014","en",6
"shinysammler25",7,1896,"Tue Jun 11 12:12:14 +0000 2013","de",104
"l_santos13",6,1959,"Tue Nov 23 21:07:07 +0000 2010","en",113
"tootortoise",7,148,"Tue May 03 09:49:46 +0000 2011","en",342
"michaelwest1997",47,340,"Fri Apr 12 04:55:23 +0000 2013","en",29
"biancaaraujom",0,168,"Fri Aug 12 22:33:51 +0000 2011","pt",16
"andreeroberto",1,189,"Sat Jan 01 01:51:29 +0000 2011","es",7
"grupovozeviolao",1,470,"Thu Jan 13 04:36:19 +0000 2011","en",28
"XvwR1",3,336,"Mon Nov 04 22:33:44 +0000 2013","en",33
"LukeTacy",5,213,"Sun Jul 11 17:19:32 +0000 2010","en",6
"angelbadazz",7,1241,"Sun Mar 11 02:05:14 +0000 2012","en",61
"CTrevallion",1,489,"Sun Apr 29 13:50:10 +0000 2012","en",17
"Ankh2825",2,1330,"Wed Jan 07 00:46:04 +0000 2009","en",54
"QV011ey",3,1026,"Sun Dec 02 14:31:36 +0000 2012","ja",35
"PaollaSena1",0,36,"Sun Oct 30 20:26:30 +0000 2011","pt",1
"RYANCANTANHED",1,541,"Sat Apr 20 00:23:49 +0000 2013","pt",18
"LAyDeE_hOMiCidE",20,2104,"Sun Jul 25 01:59:59 +0000 2010","en",44
"tommyp103",0,166,"Tue Nov 30 06:26:26 +0000 2010","en",9
"akaiewi3020",2,214,"Sun Jun 17 01:22:26 +0000 2012","zh-cn",6
"omarapop",2,85,"Fri Jan 21 14:09:20 +0000 2011","en",1
"keld25",1,111,"Wed Jul 20 21:09:11 +0000 2011","en",4
"AlmaguerGrace",19,329,"Fri Nov 22 03:37:02 +0000 2013","en",127
"angelastark86",2,93,"Wed Feb 26 15:30:07 +0000 2014","en",4
"aubrey900",0,115,"Fri Aug 17 18:28:46 +0000 2007","en",18
"janina4eva87",5,283,"Tue Nov 10 21:12:49 +0000 2009","en",12
"ShanningE",0,273,"Tue Nov 12 12:49:23 +0000 2013","in",4
"Daniela96085738",4,87,"Tue Jan 29 20:41:14 +0000 2013","pt",2
"katrina_barr",3,1334,"Wed Aug 07 04:14:25 +0000 2013","en",42
"DirtynSoft",0,167,"Tue Feb 11 17:49:57 +0000 2014","en",4
"szymkon12",0,1481,"Sun Dec 29 17:45:26 +0000 2013","pl",56
"nannylynn57",0,201,"Thu Aug 21 14:43:11 +0000 2014","en",9
"Mashiro_4",5,465,"Sat Jan 19 19:41:48 +0000 2013","en",11
"welrockroll",0,334,"Sat Apr 23 17:22:28 +0000 2011","en",12
"deltatx08",2,117,"Tue Jul 07 17:53:06 +0000 2009","en",4
"Acelines",0,832,"Sat Nov 05 14:12:54 +0000 2011","en",17
"reivereive",15,1470,"Fri Dec 02 10:13:05 +0000 2011","ja",56
"AbBashore420",6,177,"Mon Jan 05 16:42:22 +0000 2015","en",9
"Enzo_lu",7,218,"Fri Mar 05 02:15:12 +0000 2010","en",10
"robert10stev",5,1698,"Thu Sep 20 09:26:10 +0000 2012","en",11
"sariplegy",14,313,"Thu Mar 17 12:54:15 +0000 2011","en",33
"Linsinbigler77",8,663,"Sat Oct 19 02:11:00 +0000 2013","en",19
"ashyyy123",1,36,"Tue Jan 18 21:44:47 +0000 2011","en",1
"MagAPorter",6,1412,"Thu Aug 30 12:30:12 +0000 2012","it",51
"Miles90es",0,260,"Fri Nov 16 10:53:01 +0000 2012","zh-cn",5
"1korniszonek",4,908,"Mon Feb 21 16:25:13 +0000 2011","en",19
"kotkoqa",1,41,"Tue Jul 20 08:54:37 +0000 2010","en",1
"ronaeletro",0,216,"Sun Mar 22 02:08:25 +0000 2015","en",8
"brunoreisn",3,36,"Tue Feb 01 22:46:36 +0000 2011","en",2
"RITAMEDEIROS3",3,36,"Thu May 19 20:35:46 +0000 2011","es",2
"angelwolf1012",2,123,"Sat Oct 27 21:22:49 +0000 2012","en",8
"IvanaIgrutinovi",3,721,"Fri Sep 09 08:50:58 +0000 2011","en",42
"llamarcunningh1",16,383,"Thu Apr 02 02:23:21 +0000 2015","en",9
"slmague27",0,157,"Tue Nov 13 21:57:19 +0000 2012","en",6
"cesarpachecoloz",0,303,"Sat Jul 16 04:28:58 +0000 2011","en",25
"aidapotata",2,841,"Tue Sep 28 21:11:32 +0000 2010","en",33
"latarareyes",3,1287,"Tue Sep 06 02:13:38 +0000 2011","en",75
"shugar141",2,418,"Tue Oct 15 20:04:02 +0000 2013","en",12
"NBHS_CCHS",9,416,"Thu Sep 18 18:50:44 +0000 2014","en",23
"RudyPoodGangsta",1,166,"Fri Oct 23 17:28:45 +0000 2009","en",4
"johana_yoyo",1,151,"Thu Dec 30 22:16:53 +0000 2010","en",6
"B61228863",2,230,"Tue Apr 14 01:17:24 +0000 2015","en",24
"MSMCOZY",0,111,"Thu Apr 07 13:13:41 +0000 2011","ja",4
"frosty123423",0,111,"Tue Apr 26 03:43:55 +0000 2011","en",11
"rgriffiths64",0,63,"Sun Mar 24 22:17:01 +0000 2013","en",2
"Tatielle_T",31,771,"Sun Jun 06 20:54:42 +0000 2010","pt",93
"daniellekaylaa",1,158,"Wed Jun 10 16:55:09 +0000 2009","en",14
"vidaleddie",9,1090,"Wed Jul 13 21:10:07 +0000 2011","en",29
"leonardbryangui",3,293,"Mon Nov 25 06:23:48 +0000 2013","en",2
"JacobsCynthia",2,1073,"Tue Jun 21 00:11:54 +0000 2011","en",33
"Brentgord123",8,1578,"Wed Oct 26 22:32:41 +0000 2011","en",59
"InnesAndrea",54,413,"Mon Jan 28 20:17:43 +0000 2013","en",120
"JBear1988",1,256,"Thu Nov 10 13:03:45 +0000 2011","en",12
"RealMizz2012",4,1441,"Tue Dec 27 16:30:33 +0000 2011","en",10
"LilJerimi_313",3,1023,"Mon Apr 07 21:22:37 +0000 2014","en",37
"christineraymo7",1,38,"Wed Apr 18 00:40:59 +0000 2012","en",2
"delmonASy",0,61,"Sat May 14 19:46:15 +0000 2011","en",2
"bbemerick",2,484,"Sat Feb 13 15:00:03 +0000 2010","en",15
"shyllamaria",4,184,"Sat Jan 05 07:52:49 +0000 2013","en",15
"PeytonRicherson",2,279,"Wed Mar 28 20:51:25 +0000 2012","en",8
"ndrj1",4,112,"Sun Jun 24 01:39:09 +0000 2012","pt",4
"anuther1stdown",0,161,"Sun Jan 05 20:49:03 +0000 2014","en",23
"WarburgT",5,613,"Mon Oct 17 12:40:59 +0000 2011","en",34
"ferieguiden",1,196,"Sat Oct 22 16:32:08 +0000 2011","en",8
"rendifitriandi",4,493,"Sat Jan 30 14:38:53 +0000 2010","en",22
"daquiet1_2000",3,271,"Thu Jul 14 10:19:41 +0000 2011","en",21
"ailind",9,295,"Thu May 07 21:36:50 +0000 2009","en",6
"amhootch",1,255,"Sun Sep 21 00:14:35 +0000 2014","es",14
"LEGAY5",1,1303,"Wed Oct 12 19:59:47 +0000 2011","fr",47
"wwwpushkaran989",0,128,"Tue Oct 29 19:20:35 +0000 2013","en",10
"berenice_bere18",0,167,"Mon Mar 16 10:02:43 +0000 2015","en",8
"MeroAmy",7,252,"Tue Jul 08 02:58:26 +0000 2014","en",9
"BkJiggz",3,240,"Sat Jan 28 21:21:53 +0000 2012","en",12
"prince_zarf91",5,916,"Mon Nov 29 09:07:37 +0000 2010","en",43
"TatarovaDaniela",0,158,"Fri Jul 20 06:39:53 +0000 2012","en",5
